Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Hour,Scaled_Amount,Actual_Class,Predicted_Class,Fraud_Probability,Risk_Score,Risk_Level,Action
51014,1.46811512021343,-1.230331728102,0.74099314985314,-1.28363785480498,-1.97645784280647,-0.851640183163012,-1.31532086525096,-0.0734285030368064,-1.38700046196798,1.46760457221841,-0.77034354800804,-1.68442979710219,-0.855463578147114,-0.201544286776607,0.985638603850151,-0.105675942033476,0.463726023153644,0.519769201543967,-0.453998811320244,-0.379469671773241,-0.0242899266209146,0.247380562229711,-0.0299497566664154,0.346997407297421,0.33495706278502,-0.0510941052764333,0.038051219681363,0.0255789230026587,14,-0.262554515598953,0,0,0.0,0.0,Low Risk,🟢 Approve
56749,1.24628121516635,-0.719495540019014,1.36863023956099,0.473247378514945,-1.13374849738334,1.14172865213076,-1.40809006975435,0.343605181488057,0.120501157829134,0.491208975263398,-1.53138440304839,0.53666798895378,1.53583806594026,-1.04006838308277,0.236795546072487,-1.39114457676737,-0.125156784797277,1.38836971693339,-1.19516622697067,-0.466845176944184,-0.201016676073267,0.261002306668311,-0.11916584021366,-0.734796092419841,0.43450694306086,-0.110552377159941,0.146494446311642,0.0383688609460786,15,-0.324918494956919,0,0,0.0,0.0,Low Risk,🟢 Approve
39487,1.17524989454104,0.207760208210894,0.748263473633574,1.12684603921859,-0.597512620596779,-0.759688226586338,-0.0654969193905162,-0.102567395435494,0.213569578585814,-0.0405371873795436,-0.366652608730508,0.18474735132199,-0.0727784838433891,0.265069727016488,1.18937847210268,0.384981639002009,-0.540278706186935,-0.167994108449077,-0.37133561497914,-0.10430449517281,-0.182707400644839,-0.581723737426069,0.0973648697600436,0.326586120085751,0.28673485617421,-0.624004256069815,0.0325081669422338,0.0374588053881808,10,-0.2811022614164335,0,0,0.01,1.0,Low Risk,🟢 Approve
42819,0.916166989298217,-0.922102229546262,0.643763330987527,0.0700627011738698,-0.878644653001485,0.467868992196407,-0.541611728997397,0.196626249880727,0.945984067864137,-0.364016872215803,0.210811582304034,1.13192179199274,0.312458467294945,-0.421448933667906,-0.950850718534385,0.326121211291381,-0.415543899302692,0.127342946796254,1.01339847418313,0.303035304449293,-0.136154765679721,-0.51575719201997,-0.179448350747866,-0.407782518683202,0.16563058557344,0.958591721231358,-0.0672806268411225,0.0242570360030375,11,0.2656432337134283,0,0,0.0,0.0,Low Risk,🟢 Approve
60140,-1.05282432021945,0.842871283080684,1.09702284821635,0.114081772741574,0.0833993102523062,1.63492021773974,-0.399411353079717,0.999016211550761,-0.832465995273634,-0.188390137910916,2.12619044364585,0.559574020901975,-0.739118338908551,0.949599157527923,2.25731180262071,-1.38769180051665,1.47947412976407,-1.42540738335124,0.567754332560496,-0.118120182712893,0.230044967658543,0.572405426278477,0.0025219096698048,-0.947380051118674,-0.726581410721995,1.26777597458778,-0.264866456198264,-0.0123808413149689,16,-0.2948441135808017,0,0,0.01,1.0,Low Risk,🟢 Approve
63575,1.03587222998769,0.0394205706967648,0.338267729625963,0.605373850434048,-0.40210581228596,-0.887461406183433,0.333617431458271,-0.175938352013483,-0.474424195266576,0.0471537941237599,1.80477947101772,1.38192392295641,0.537488434882348,0.531158188615658,0.15926726193506,0.334089989363211,-0.548345264905318,-0.494647550027855,0.24623583977945,0.117225742120405,-0.372108936765267,-1.34982487857501,0.1871583798646,0.509392258118386,0.0242637583288024,-0.170455387751502,-0.0601818039928768,0.0272382666725107,17,-0.015651729170305044,0,0,0.0,0.0,Low Risk,🟢 Approve
30105,1.26234141012076,0.138694959946548,-0.0260425438145681,-0.110318711386698,-0.101145760885903,-0.799156988169633,0.244306856401734,-0.171252057523744,-0.355242890350589,0.019570026547009,1.30838062718249,1.02389212018272,0.326130260816427,0.538764849832374,0.139610681322398,0.395893428590196,-0.591685999564936,-0.4450118756458,0.689238708320544,-0.0122575067822077,-0.404398471461776,-1.25837693545107,0.142480871864153,0.0149427500001435,0.121887709571572,0.623699703698881,-0.104901865481291,-0.0074994160502394,8,-0.30618301891861366,0,0,0.0,0.0,Low Risk,🟢 Approve
52212,-1.83592745804897,-2.07274491775003,2.63940618820527,-1.17108195875025,0.0691067102688381,-1.14302846917522,-0.649919368382637,-0.0053636810073148,-0.490592541480856,-0.0495957727510506,-0.799088617302319,-1.09573533865054,-0.382840537396103,-0.884481560244445,-0.0692604371116013,1.27003572591788,0.03841773662871,-0.789725258019989,-0.04803849878946,0.849425450697391,0.513180224844318,0.888105194605913,0.207916548763894,0.38263946761806,0.553825369101822,-0.161074378011725,-0.20825200786061,-0.116669806881912,14,0.2308005047283636,0,0,0.0,0.0,Low Risk,🟢 Approve
58086,1.2310730727339,0.176274652937871,-0.179142729187762,1.07201597051717,0.586772030265918,0.638585389868354,0.117560445033793,0.0216184185426466,0.260505022388076,-0.15453583076731,-1.64705065784508,0.506703748303682,0.938898667678059,-0.177720502020204,-0.0805713145454937,-0.351957726783075,-0.291080012771595,-0.619825138565624,0.14845392145412,-0.0583752566580894,-0.174004878658072,-0.254568629784785,-0.260340623771544,-1.29685050589765,0.871217013824651,-0.229968690144246,0.040319558342899,0.0064295465373748,16,-0.2749822562175483,0,0,0.0,0.0,Low Risk,🟢 Approve
45556,-0.773857359293369,1.07968532651911,-0.616217647993154,0.317823322217825,2.68733168672057,3.33568746163734,-0.0285184422499714,1.18826373508791,-1.49211507299503,-0.210868322203343,-0.273202752283027,-0.259069972879658,0.0134944404320944,1.0570360612134,1.63898608115769,-0.517473839175903,0.0315177217078974,0.502559828942953,1.96707511089888,0.230587535658591,0.0753875793697306,-0.0744184051715626,-0.403403598038314,1.03080811539949,0.725948577740365,0.0035996462724968,-0.0382697035318664,-0.0326268038386512,12,-0.36618159749418844,0,0,0.0,0.0,Low Risk,🟢 Approve
